fecha,parcela_id,sensor_id,Municipio,estacion_id,t_max,t_min,t_media,humedad_relativa,radiacion_solar,velocidad_viento,precipitacion,Et0,textura_suelo,capacidad_campo,punto_marchitez,densidad_aparente,materia_organica,profundidad_raiz,humedad_volumetrica,temperatura_suelo,calidad_dato,lamina_aplicada_mm,caudal_lps,energia_kwh,metodo_riego,costo_energia,costo_mantenimiento,costo_agua,costo_total,cultivo_id,kc_inicial,kc_medio,kc_final,duracion_dias,recomendacion,accion_tomada,resultado,estado_sistema,ahorro_agua,eficiencia_riego,riesgo_estres,costo_por_mm,confiabilidad_sensores,lat,lon
11/12/2025,P009,S001,Santa Clara,DGO_NORTE,26.52395747,7.662913123,17.0934353,49.93576097,18.52674514,2.984330787,0,3.565158622,franco,0.3,0.15,1.38,1.5,90,0.267379385,19.40492901,OK,10,7,13,gravedad,234,52.2137018,35,321.2137018,C04,0.3,1,0.2,110,Regar 10 mm,ejecutado,Estrés hídrico,degradado,0.172242299,0.867904631,0.350013613,29.20124562,0.928562764,24.52,-103.27
11/12/2025,P009,S002,Santa Clara,DGO_NORTE,26.49461958,9.757512112,18.12606585,52.19616864,13.52544866,2.026767223,10,2.004188024,franco,0.3,0.15,1.38,1.5,90,0.187848519,15.71206201,OK,12,8.4,15.6,aspersión,280.8,30.11447579,42,352.9144758,C04,0.3,1,0.2,110,Regar 12 mm,ignorado,Ligero déficit,degradado,0.158963103,0.756716334,0.367697767,27.14726737,0.949504979,24.52,-103.27
11/12/2025,P009,S003,Santa Clara,DGO_NORTE,21.01414368,9.752683422,15.38341355,34.21932364,14.33742468,2.504411119,10,3.607391367,franco,0.3,0.15,1.38,1.5,90,0.270801363,14.807105,sospechoso,0,0,0,aspersión,0,41.76963081,0,41.76963081,C04,0.3,1,0.2,110,Regar 0 mm,ignorado,Estrés hídrico,degradado,0.180061435,0.709465899,0.350442913,41.76963081,0.949974441,24.52,-103.27
11/12/2025,P009,S004,Santa Clara,DGO_NORTE,21.17784123,6.548654912,13.86324807,45.49591506,17.23309418,1.725242096,0,2.191940645,franco,0.3,0.15,1.38,1.5,90,0.180258187,14.36254674,faltante,8,5.6,10.4,gravedad,187.2,53.23269543,28,268.4326954,C04,0.3,1,0.2,110,Regar 8 mm,ejecutado,Ligero déficit,degradado,0.188593361,0.811094574,0.174803959,29.82585505,0.939486787,24.52,-103.27
11/12/2025,P009,S005,Santa Clara,DGO_NORTE,20.3392272,4.138803466,12.23901533,26.85745758,16.10761294,1.493392971,0,2.193428853,franco,0.3,0.15,1.38,1.5,90,0.221183522,17.80357737,OK,0,0,0,aspersión,0,47.55375504,0,47.55375504,C04,0.3,1,0.2,110,Regar 0 mm,ejecutado,Ligero déficit,degradado,0.085017498,0.776967263,0.255406141,47.55375504,0.857505238,24.52,-103.27
11/12/2025,P009,S006,Santa Clara,DGO_NORTE,23.87334253,11.93729272,17.90531763,27.75515874,14.82237688,2.829854555,0,2.741707969,franco,0.3,0.15,1.38,1.5,90,0.250252512,16.07654211,OK,12,8.4,15.6,gravedad,280.8,35.82180874,42,358.6218087,C04,0.3,1,0.2,110,Regar 12 mm,modificado,Ligero déficit,normal,0.151401647,0.835701153,0.257175094,27.58629298,0.950404496,24.52,-103.27
11/12/2025,P009,S007,Santa Clara,DGO_NORTE,21.85486745,10.73837409,16.29662077,44.93780717,15.0707119,2.169846605,0,2.576526035,franco,0.3,0.15,1.38,1.5,90,0.161138944,15.61933284,OK,10,7,13,goteo,234,32.50272326,35,301.5027233,C04,0.3,1,0.2,110,Regar 10 mm,ejecutado,Ligero déficit,normal,0.136006026,0.706270316,0.359968159,27.40933848,0.96865014,24.52,-103.27
11/12/2025,P009,S008,Santa Clara,DGO_NORTE,27.59248316,11.91994882,19.75621599,35.40359545,19.83311462,2.416346785,20,2.907564627,franco,0.3,0.15,1.38,1.5,90,0.1821595,14.98491104,faltante,0,0,0,gravedad,0,36.60405111,0,36.60405111,C04,0.3,1,0.2,110,Regar 0 mm,ignorado,Ligero déficit,normal,0.162886495,0.812705253,0.186385289,36.60405111,0.91497913,24.52,-103.27
11/12/2025,P009,S009,Santa Clara,DGO_NORTE,22.64281827,11.58263526,17.11272676,46.33581179,18.37957201,1.727986054,2,3.513184971,franco,0.3,0.15,1.38,1.5,90,0.190666579,15.72495209,OK,6,4.2,7.8,aspersión,140.4,31.5488493,21,192.9488493,C04,0.3,1,0.2,110,Regar 6 mm,modificado,humedad adecuada,degradado,0.238307518,0.758515085,0.325059106,27.56412133,0.855863229,24.52,-103.27
11/12/2025,P009,S010,Santa Clara,DGO_NORTE,27.22698261,4.585276093,15.90612935,31.67934135,15.59544707,2.413724449,20,4.478662545,franco,0.3,0.15,1.38,1.5,90,0.199932873,14.10680314,OK,10,7,13,goteo,234,30.28204703,35,299.282047,C04,0.3,1,0.2,110,Regar 10 mm,ejecutado,Estrés hídrico,degradado,0.164441702,0.704884192,0.313227695,27.20745882,0.867555099,24.52,-103.27
11/12/2025,P009,S011,Santa Clara,DGO_NORTE,23.16855621,6.935878075,15.05221714,49.99867353,17.50506854,1.732259031,10,3.341672341,franco,0.3,0.15,1.38,1.5,90,0.21186234,19.48974303,faltante,8,5.6,10.4,aspersión,187.2,48.2687547,28,263.4687547,C04,0.3,1,0.2,110,Regar 8 mm,modificado,humedad adecuada,normal,0.076753746,0.854854324,0.330875515,29.27430608,0.952934871,24.52,-103.27
11/12/2025,P009,S012,Santa Clara,DGO_NORTE,18.29367345,11.02353854,14.65860599,41.78458557,14.87108381,1.187168867,10,3.088581225,franco,0.3,0.15,1.38,1.5,90,0.214725554,14.32187221,faltante,8,5.6,10.4,aspersión,187.2,40.29970305,28,255.499703,C04,0.3,1,0.2,110,Regar 8 mm,ignorado,humedad adecuada,normal,0.211218761,0.809954449,0.191836815,28.38885589,0.913158141,24.52,-103.27
11/12/2025,P009,S013,Santa Clara,DGO_NORTE,21.22258916,9.615207451,15.41889831,27.06494265,17.90376496,1.783591768,10,2.266061002,franco,0.3,0.15,1.38,1.5,90,0.284656869,15.82950698,OK,8,5.6,10.4,gravedad,187.2,47.55346144,28,262.7534614,C04,0.3,1,0.2,110,Regar 8 mm,modificado,Estrés hídrico,degradado,0.112766668,0.859762967,0.305436986,29.19482905,0.869888994,24.52,-103.27
11/12/2025,P009,S014,Santa Clara,DGO_NORTE,21.49801429,10.39113128,15.94457278,38.97295188,14.22732311,2.639754724,0,4.062671013,franco,0.3,0.15,1.38,1.5,90,0.228480765,14.0501421,OK,8,5.6,10.4,goteo,187.2,39.19138979,28,254.3913898,C04,0.3,1,0.2,110,Regar 8 mm,ejecutado,Estrés hídrico,normal,0.104112049,0.788319846,0.244557267,28.26570998,0.939964226,24.52,-103.27
11/12/2025,P009,S015,Santa Clara,DGO_NORTE,23.93945757,5.664236506,14.80184704,41.97411661,17.48808367,1.312052755,2,2.855074342,franco,0.3,0.15,1.38,1.5,90,0.294220612,16.99991233,OK,6,4.2,7.8,aspersión,140.4,30.99626688,21,192.3962669,C04,0.3,1,0.2,110,Regar 6 mm,modificado,Estrés hídrico,degradado,0.096271103,0.708777145,0.241185708,27.48518098,0.953025895,24.52,-103.27
11/12/2025,P009,S016,Santa Clara,DGO_NORTE,28.74383611,8.812321615,18.77807886,31.00812428,16.83474454,1.833796191,2,3.935930509,franco,0.3,0.15,1.38,1.5,90,0.233546983,15.11644983,OK,6,4.2,7.8,aspersión,140.4,37.81546994,21,199.2154699,C04,0.3,1,0.2,110,Regar 6 mm,ignorado,Ligero déficit,degradado,0.122697111,0.768608699,0.173735712,28.45935285,0.974389313,24.52,-103.27
11/12/2025,P009,S017,Santa Clara,DGO_NORTE,25.12509982,6.810532536,15.96781618,43.55642652,17.4254152,2.502731506,2,3.469233165,franco,0.3,0.15,1.38,1.5,90,0.227869805,19.95717827,faltante,0,0,0,aspersión,0,43.00703274,0,43.00703274,C04,0.3,1,0.2,110,Regar 0 mm,ignorado,Ligero déficit,degradado,0.179907852,0.826447156,0.223795489,43.00703274,0.852401893,24.52,-103.27
11/12/2025,P009,S018,Santa Clara,DGO_NORTE,23.9369981,9.695006192,16.81600215,48.589298,18.44049466,2.496288454,20,2.177732661,franco,0.3,0.15,1.38,1.5,90,0.244388853,17.87837827,OK,6,4.2,7.8,goteo,140.4,39.57882127,21,200.9788213,C04,0.3,1,0.2,110,Regar 6 mm,ignorado,Estrés hídrico,normal,0.227700951,0.797249134,0.277404063,28.71126018,0.97984327,24.52,-103.27
11/12/2025,P009,S019,Santa Clara,DGO_NORTE,23.07874968,8.284394373,15.68157203,25.91561639,16.80617376,2.460242816,2,4.204903684,franco,0.3,0.15,1.38,1.5,90,0.288014107,18.7381002,faltante,12,8.4,15.6,goteo,280.8,39.73773904,42,362.537739,C04,0.3,1,0.2,110,Regar 12 mm,modificado,humedad adecuada,normal,0.207015301,0.878916956,0.273398968,27.88751839,0.95614826,24.52,-103.27
11/12/2025,P009,S020,Santa Clara,DGO_NORTE,27.23690371,10.54305176,18.88997774,29.30964816,18.33838777,2.239880757,0,2.825366594,franco,0.3,0.15,1.38,1.5,90,0.23379871,19.68223295,sospechoso,6,4.2,7.8,aspersión,140.4,53.86067693,21,215.2606769,C04,0.3,1,0.2,110,Regar 6 mm,modificado,Ligero déficit,degradado,0.249553463,0.734261141,0.375074605,30.75152528,0.938893891,24.52,-103.27
11/12/2025,P010,S001,Simón Bolívar,DGO_CENTRO,29.75315849,10.99544697,20.37430273,31.36521225,17.31079253,2.48664058,0,3.183322471,arenoso,0.22,0.09,1.55,1,65,0.143473438,15.9109122,OK,8,5.6,10.4,goteo,187.2,27.85394322,28,243.0539432,C05,0.45,1.25,0.4,160,Regar 8 mm,ignorado,Estrés hídrico,normal,0.126359937,0.72027341,0.11967,27.00599369,0.890197275,25.03,-103.41
11/12/2025,P010,S002,Simón Bolívar,DGO_CENTRO,25.47432173,12.60376386,19.0390428,27.72951602,14.20727994,1.600959764,2,3.477548835,arenoso,0.22,0.09,1.55,1,65,0.10268707,17.73226686,faltante,0,0,0,aspersión,0,31.03270632,0,31.03270632,C05,0.45,1.25,0.4,160,Regar 0 mm,ignorado,Estrés hídrico,degradado,0.196380531,0.783515167,0.129336673,31.03270632,0.90275189,25.03,-103.41
11/12/2025,P010,S003,Simón Bolívar,DGO_CENTRO,28.72714009,5.015947638,16.87154386,33.56381936,17.20443561,1.016632079,2,2.470454045,arenoso,0.22,0.09,1.55,1,65,0.195643683,19.29378735,OK,0,0,0,aspersión,0,45.64329106,0,45.64329106,C05,0.45,1.25,0.4,160,Regar 0 mm,modificado,humedad adecuada,normal,0.204875612,0.724776401,0.303221549,45.64329106,0.857231557,25.03,-103.41
11/12/2025,P010,S004,Simón Bolívar,DGO_CENTRO,28.70441896,6.578024508,17.64122174,53.74563389,18.73834657,2.660493658,0,4.463870854,arenoso,0.22,0.09,1.55,1,65,0.099707297,15.83599177,OK,15,10.5,19.5,aspersión,351,51.05976035,52.5,454.5597603,C05,0.45,1.25,0.4,160,Regar 15 mm,modificado,Ligero déficit,degradado,0.17411352,0.754994678,0.203016955,28.40998502,0.923782346,25.03,-103.41
11/12/2025,P010,S005,Simón Bolívar,DGO_CENTRO,26.07482199,8.035079024,17.05495051,47.70699686,15.03395985,1.851736046,20,2.182505891,arenoso,0.22,0.09,1.55,1,65,0.15907615,18.29486225,OK,15,10.5,19.5,gravedad,351,48.75828511,52.5,452.2582851,C05,0.45,1.25,0.4,160,Regar 15 mm,ignorado,humedad adecuada,degradado,0.180038906,0.740543812,0.344062854,28.26614282,0.878294924,25.03,-103.41
11/12/2025,P010,S006,Simón Bolívar,DGO_CENTRO,23.08281001,11.36893998,17.22587499,45.54188005,17.09477498,1.04135569,0,3.144725799,arenoso,0.22,0.09,1.55,1,65,0.187569291,16.27480845,OK,10,7,13,goteo,234,47.69525032,35,316.6952503,C05,0.45,1.25,0.4,160,Regar 10 mm,ignorado,humedad adecuada,degradado,0.168380208,0.863221491,0.283047259,28.7904773,0.854178591,25.03,-103.41
11/12/2025,P010,S007,Simón Bolívar,DGO_CENTRO,19.91292396,9.1196918,14.51630788,25.41048427,12.48015229,2.609917081,20,2.890480111,arenoso,0.22,0.09,1.55,1,65,0.113140836,16.87955765,OK,12,8.4,15.6,goteo,280.8,54.70188427,42,377.5018843,C05,0.45,1.25,0.4,160,Regar 12 mm,ignorado,Ligero déficit,degradado,0.09477055,0.844510036,0.249467394,29.03860648,0.969940321,25.03,-103.41
11/12/2025,P010,S008,Simón Bolívar,DGO_CENTRO,22.01537573,9.048570716,15.53197322,46.8867358,18.45147483,2.98856962,0,2.606317987,arenoso,0.22,0.09,1.55,1,65,0.176936531,17.79847534,OK,6,4.2,7.8,goteo,140.4,50.39702524,21,211.7970252,C05,0.45,1.25,0.4,160,Regar 6 mm,modificado,humedad adecuada,degradado,0.181618782,0.776572311,0.136953707,30.25671789,0.884370002,25.03,-103.41
11/12/2025,P010,S009,Simón Bolívar,DGO_CENTRO,25.54591687,10.14703112,17.84647399,31.83680392,16.55266249,1.953654746,5,3.500024913,arenoso,0.22,0.09,1.55,1,65,0.119700396,16.7808857,sospechoso,12,8.4,15.6,aspersión,280.8,38.00593881,42,360.8059388,C05,0.45,1.25,0.4,160,Regar 12 mm,modificado,Estrés hídrico,normal,0.188690425,0.865075165,0.371938582,27.75430299,0.868634112,25.03,-103.41
11/12/2025,P010,S010,Simón Bolívar,DGO_CENTRO,24.43215816,12.23077901,18.33146858,50.68255266,17.46496543,2.157219427,5,3.077621323,arenoso,0.22,0.09,1.55,1,65,0.114923172,15.65520972,OK,15,10.5,19.5,gravedad,351,40.16144249,52.5,443.6614425,C05,0.45,1.25,0.4,160,Regar 15 mm,ejecutado,Estrés hídrico,degradado,0.083896327,0.73464555,0.229325753,27.72884016,0.974017719,25.03,-103.41
11/12/2025,P010,S011,Simón Bolívar,DGO_CENTRO,19.55894698,13.68603888,16.62249293,51.92824289,15.58285342,1.61703707,0,2.041379569,arenoso,0.22,0.09,1.55,1,65,0.169969628,17.90828062,OK,15,10.5,19.5,goteo,351,32.0847227,52.5,435.5847227,C05,0.45,1.25,0.4,160,Regar 15 mm,ignorado,Estrés hídrico,normal,0.176532963,0.848073955,0.392185545,27.22404517,0.912881701,25.03,-103.41
11/12/2025,P010,S012,Simón Bolívar,DGO_CENTRO,22.93616413,13.89831935,18.41724174,43.22668105,13.33643368,2.308448086,20,4.033781471,arenoso,0.22,0.09,1.55,1,65,0.128544177,15.84856434,OK,0,0,0,gravedad,0,36.87625585,0,36.87625585,C05,0.45,1.25,0.4,160,Regar 0 mm,ignorado,Estrés hídrico,degradado,0.081614215,0.814401081,0.385153858,36.87625585,0.860376867,25.03,-103.41
11/12/2025,P010,S013,Simón Bolívar,DGO_CENTRO,25.41827878,11.58253982,18.5004093,26.36332847,18.14492497,1.369882668,10,4.255231203,arenoso,0.22,0.09,1.55,1,65,0.20127644,14.05985041,OK,12,8.4,15.6,goteo,280.8,40.64254774,42,363.4425477,C05,0.45,1.25,0.4,160,Regar 12 mm,ignorado,Estrés hídrico,degradado,0.154722533,0.882487492,0.19539236,27.95711906,0.958710808,25.03,-103.41
11/12/2025,P010,S014,Simón Bolívar,DGO_CENTRO,23.22017301,7.245529098,15.23285106,27.72936223,18.19072754,2.201384996,20,3.106526156,arenoso,0.22,0.09,1.55,1,65,0.183169854,19.98437675,faltante,8,5.6,10.4,gravedad,187.2,40.16412256,28,255.3641226,C05,0.45,1.25,0.4,160,Regar 8 mm,modificado,Ligero déficit,degradado,0.22731688,0.793563124,0.232684087,28.3737914,0.872975095,25.03,-103.41
11/12/2025,P010,S015,Simón Bolívar,DGO_CENTRO,19.07808733,11.50353548,15.29081141,54.60157918,17.57566406,2.605447595,2,3.04643053,arenoso,0.22,0.09,1.55,1,65,0.188359677,19.39682736,sospechoso,10,7,13,gravedad,234,32.46389081,35,301.4638908,C05,0.45,1.25,0.4,160,Regar 10 mm,ejecutado,humedad adecuada,degradado,0.205543515,0.854432075,0.369146883,27.40580826,0.924267887,25.03,-103.41
11/12/2025,P010,S016,Simón Bolívar,DGO_CENTRO,23.25077226,8.428723102,15.83974768,52.59018918,19.88996097,1.960060807,2,2.355432862,arenoso,0.22,0.09,1.55,1,65,0.144136008,18.88109228,faltante,0,0,0,goteo,0,53.18707393,0,53.18707393,C05,0.45,1.25,0.4,160,Regar 0 mm,modificado,Ligero déficit,normal,0.116717842,0.771409103,0.247032249,53.18707393,0.903384149,25.03,-103.41
11/12/2025,P010,S017,Simón Bolívar,DGO_CENTRO,21.25607533,7.195307542,14.22569144,52.05852775,17.34487157,1.328627716,5,3.270374601,arenoso,0.22,0.09,1.55,1,65,0.202524188,18.61227985,OK,10,7,13,goteo,234,51.68480112,35,320.6848011,C05,0.45,1.25,0.4,160,Regar 10 mm,ignorado,Ligero déficit,normal,0.088912559,0.785259125,0.139028451,29.15316374,0.956616421,25.03,-103.41
11/12/2025,P010,S018,Simón Bolívar,DGO_CENTRO,18.00834181,6.696429436,12.35238562,50.58490289,19.40053096,2.845215265,20,4.352048213,arenoso,0.22,0.09,1.55,1,65,0.176493343,18.58856989,OK,8,5.6,10.4,gravedad,187.2,36.34216806,28,251.5421681,C05,0.45,1.25,0.4,160,Regar 8 mm,modificado,humedad adecuada,degradado,0.249837456,0.797439938,0.376665868,27.94912978,0.902967832,25.03,-103.41
11/12/2025,P010,S019,Simón Bolívar,DGO_CENTRO,22.89098427,5.447058729,14.1690215,26.92056397,15.03523743,1.622514782,0,3.509822374,arenoso,0.22,0.09,1.55,1,65,0.100292706,19.07515712,faltante,8,5.6,10.4,gravedad,187.2,51.59687729,28,266.7968773,C05,0.45,1.25,0.4,160,Regar 8 mm,ignorado,Ligero déficit,normal,0.197929268,0.824471039,0.194273236,29.64409748,0.942685271,25.03,-103.41
11/12/2025,P010,S020,Simón Bolívar,DGO_CENTRO,29.67684623,4.587657,17.13225161,31.2606921,16.3127626,2.204555674,5,2.592718719,arenoso,0.22,0.09,1.55,1,65,0.114279869,14.06863784,sospechoso,15,10.5,19.5,gravedad,351,42.83157177,52.5,446.3315718,C05,0.45,1.25,0.4,160,Regar 15 mm,ejecutado,Estrés hídrico,normal,0.127042528,0.783991074,0.116128377,27.89572324,0.901272211,25.03,-103.41
12/12/2025,P001,S001,Gómez Palacio,DGO_LAGUNA,28.68467355,8.644353515,18.66451353,32.5762794,17.29546537,1.159953341,2,4.275813381,franco-arenoso,0.24,0.1,1.5,1.1,70,0.172565404,16.02193626,OK,8,5.6,10.4,gravedad,187.2,39.50401342,28,254.7040134,C01,0.35,1.1,0.25,130,Regar 8 mm,ejecutado,Estrés hídrico,degradado,0.191468254,0.862623703,0.162853511,28.30044594,0.901775655,25.57,-103.49
12/12/2025,P001,S002,Gómez Palacio,DGO_LAGUNA,25.44037479,13.58405542,19.51221511,49.56163441,15.05526704,2.038228899,0,4.444797644,franco-arenoso,0.24,0.1,1.5,1.1,70,0.214448026,17.68595026,faltante,6,4.2,7.8,goteo,140.4,32.14368083,21,193.5436808,C01,0.35,1.1,0.25,130,Regar 6 mm,ejecutado,Ligero déficit,normal,0.205608186,0.869831802,0.26421953,27.64909726,0.915533705,25.57,-103.49
12/12/2025,P001,S003,Gómez Palacio,DGO_LAGUNA,28.64967772,11.83461514,20.24214643,27.76533027,17.09337157,2.092508948,2,2.945739459,franco-arenoso,0.24,0.1,1.5,1.1,70,0.167493694,17.11304929,faltante,12,8.4,15.6,gravedad,280.8,25.06537513,42,347.8653751,C01,0.35,1.1,0.25,130,Regar 12 mm,ignorado,Estrés hídrico,degradado,0.177266031,0.739560182,0.29830381,26.75887501,0.962632098,25.57,-103.49
12/12/2025,P001,S004,Gómez Palacio,DGO_LAGUNA,18.8566336,9.341304448,14.09896902,31.92512099,15.6935168,1.097745616,2,2.908081691,franco-arenoso,0.24,0.1,1.5,1.1,70,0.110427045,19.25551388,OK,15,10.5,19.5,goteo,351,30.35911671,52.5,433.8591167,C01,0.35,1.1,0.25,130,Regar 15 mm,ejecutado,humedad adecuada,normal,0.162151638,0.872469003,0.223461033,27.11619479,0.962533907,25.57,-103.49
12/12/2025,P001,S005,Gómez Palacio,DGO_LAGUNA,21.54945584,5.770092398,13.65977412,36.91168515,12.0275065,2.732905868,0,3.879782464,franco-arenoso,0.24,0.1,1.5,1.1,70,0.203324074,15.50737459,OK,6,4.2,7.8,goteo,140.4,33.87959379,21,195.2795938,C01,0.35,1.1,0.25,130,Regar 6 mm,ejecutado,Estrés hídrico,degradado,0.158209449,0.779761908,0.101043554,27.89708483,0.924390875,25.57,-103.49
12/12/2025,P001,S006,Gómez Palacio,DGO_LAGUNA,23.78165644,8.136141582,15.95889901,49.84443187,12.81630565,2.391923362,2,4.054682333,franco-arenoso,0.24,0.1,1.5,1.1,70,0.132753942,16.9829635,OK,0,0,0,gravedad,0,45.21717196,0,45.21717196,C01,0.35,1.1,0.25,130,Regar 0 mm,modificado,humedad adecuada,normal,0.168551733,0.880032283,0.371445387,45.21717196,0.925219398,25.57,-103.49
12/12/2025,P001,S007,Gómez Palacio,DGO_LAGUNA,26.92449035,7.139309448,17.0318999,40.91666852,12.178932,1.660779105,10,3.883034579,franco-arenoso,0.24,0.1,1.5,1.1,70,0.116031859,14.12318598,OK,10,7,13,aspersión,234,49.71340291,35,318.7134029,C01,0.35,1.1,0.25,130,Regar 10 mm,modificado,humedad adecuada,degradado,0.235311997,0.895501594,0.36088342,28.97394572,0.86292841,25.57,-103.49
12/12/2025,P001,S008,Gómez Palacio,DGO_LAGUNA,22.11061478,6.025915623,14.0682652,32.68929797,17.67589055,1.113804998,2,2.683748826,franco-arenoso,0.24,0.1,1.5,1.1,70,0.184327731,16.86720117,OK,10,7,13,aspersión,234,27.96027412,35,296.9602741,C01,0.35,1.1,0.25,130,Regar 10 mm,ignorado,humedad adecuada,degradado,0.084885203,0.851947203,0.285119037,26.99638856,0.970480816,25.57,-103.49
12/12/2025,P001,S009,Gómez Palacio,DGO_LAGUNA,28.28249555,7.516405646,17.8994506,46.91943613,15.62522636,1.103066462,10,4.375372902,franco-arenoso,0.24,0.1,1.5,1.1,70,0.23685373,15.85539826,OK,15,10.5,19.5,aspersión,351,41.0896977,52.5,444.5896977,C01,0.35,1.1,0.25,130,Regar 15 mm,ignorado,Ligero déficit,normal,0.230240184,0.834602784,0.287276434,27.78685611,0.894154311,25.57,-103.49
12/12/2025,P001,S010,Gómez Palacio,DGO_LAGUNA,26.77487422,5.932967595,16.35392091,52.5027039,16.84893521,2.592416589,0,4.28469493,franco-arenoso,0.24,0.1,1.5,1.1,70,0.1127512,17.28988576,sospechoso,12,8.4,15.6,goteo,280.8,49.01901824,42,371.8190182,C01,0.35,1.1,0.25,130,Regar 12 mm,ignorado,humedad adecuada,degradado,0.054128031,0.855275527,0.317310676,28.60146294,0.857387759,25.57,-103.49
12/12/2025,P001,S011,Gómez Palacio,DGO_LAGUNA,28.50865838,4.46680923,16.48773381,51.10707412,12.44038137,2.99218878,0,3.479126985,franco-arenoso,0.24,0.1,1.5,1.1,70,0.162766439,18.1546918,faltante,8,5.6,10.4,aspersión,187.2,27.37572087,28,242.5757209,C01,0.35,1.1,0.25,130,Regar 8 mm,ejecutado,humedad adecuada,degradado,0.159055916,0.714647035,0.120298922,26.95285787,0.9767721,25.57,-103.49
12/12/2025,P001,S012,Gómez Palacio,DGO_LAGUNA,19.01272352,4.213451467,11.61308749,30.59615656,19.05798305,1.638816265,0,3.219643047,franco-arenoso,0.24,0.1,1.5,1.1,70,0.234642012,15.62704758,OK,8,5.6,10.4,aspersión,187.2,31.63844972,28,246.8384497,C01,0.35,1.1,0.25,130,Regar 8 mm,ignorado,Estrés hídrico,degradado,0.145700699,0.840792496,0.239564562,27.42649441,0.922919441,25.57,-103.49
12/12/2025,P001,S013,Gómez Palacio,DGO_LAGUNA,22.61004375,7.357197459,14.98362061,38.70066591,15.49719796,1.864888835,5,4.19901893,franco-arenoso,0.24,0.1,1.5,1.1,70,0.225820308,16.18698387,OK,8,5.6,10.4,goteo,187.2,25.03043473,28,240.2304347,C01,0.35,1.1,0.25,130,Regar 8 mm,ignorado,Estrés hídrico,degradado,0.150407955,0.754432304,0.374532338,26.69227053,0.889735527,25.57,-103.49
12/12/2025,P001,S014,Gómez Palacio,DGO_LAGUNA,22.97267028,13.68125651,18.32696339,44.63481942,18.07939395,1.492019227,0,4.454434324,franco-arenoso,0.24,0.1,1.5,1.1,70,0.187040987,15.29367182,OK,12,8.4,15.6,aspersión,280.8,39.67957753,42,362.4795775,C01,0.35,1.1,0.25,130,Regar 12 mm,ejecutado,humedad adecuada,normal,0.096121612,0.772909023,0.31394539,27.88304443,0.948200324,25.57,-103.49
12/12/2025,P001,S015,Gómez Palacio,DGO_LAGUNA,25.9468915,4.246606801,15.09674915,42.54509836,19.55405629,2.956881775,20,2.548383376,franco-arenoso,0.24,0.1,1.5,1.1,70,0.151104388,16.30260806,OK,0,0,0,goteo,0,40.86676135,0,40.86676135,C01,0.35,1.1,0.25,130,Regar 0 mm,ignorado,Ligero déficit,normal,0.089669821,0.742753191,0.151516512,40.86676135,0.954570874,25.57,-103.49
12/12/2025,P001,S016,Gómez Palacio,DGO_LAGUNA,28.65277957,11.16183598,19.90730777,46.83649288,12.22241614,2.178539312,10,2.934142875,franco-arenoso,0.24,0.1,1.5,1.1,70,0.193503299,16.49217554,OK,8,5.6,10.4,gravedad,187.2,40.5580127,28,255.7580127,C01,0.35,1.1,0.25,130,Regar 8 mm,modificado,Estrés hídrico,degradado,0.152166601,0.822815066,0.196863356,28.41755697,0.976285601,25.57,-103.49
12/12/2025,P001,S017,Gómez Palacio,DGO_LAGUNA,19.26985183,7.312028504,13.29094017,34.38040916,14.3506954,1.535647441,10,3.064655089,franco-arenoso,0.24,0.1,1.5,1.1,70,0.134996444,14.33798967,sospechoso,8,5.6,10.4,goteo,187.2,40.50302856,28,255.7030286,C01,0.35,1.1,0.25,130,Regar 8 mm,ignorado,Estrés hídrico,normal,0.085644577,0.865975706,0.37329716,28.41144762,0.961684247,25.57,-103.49
12/12/2025,P001,S018,Gómez Palacio,DGO_LAGUNA,23.9791423,5.936723982,14.95793314,32.27656112,14.55273937,1.808849885,0,3.024567679,franco-arenoso,0.24,0.1,1.5,1.1,70,0.148001955,19.32028545,sospechoso,0,0,0,gravedad,0,36.78363693,0,36.78363693,C01,0.35,1.1,0.25,130,Regar 0 mm,modificado,Estrés hídrico,degradado,0.071432021,0.800918396,0.225869995,36.78363693,0.932440127,25.57,-103.49
12/12/2025,P001,S019,Gómez Palacio,DGO_LAGUNA,27.08354523,5.626720094,16.35513266,39.97784252,13.79488464,1.436846259,10,2.04446883,franco-arenoso,0.24,0.1,1.5,1.1,70,0.150757514,16.02717538,OK,8,5.6,10.4,goteo,187.2,50.56993183,28,265.7699318,C01,0.35,1.1,0.25,130,Regar 8 mm,ignorado,Ligero déficit,normal,0.149322335,0.796562378,0.261530101,29.52999243,0.946787299,25.57,-103.49
12/12/2025,P001,S020,Gómez Palacio,DGO_LAGUNA,21.44962159,5.930858619,13.6902401,45.670784,12.02618765,1.754866556,0,3.607790152,franco-arenoso,0.24,0.1,1.5,1.1,70,0.137828102,18.23866836,faltante,12,8.4,15.6,aspersión,280.8,30.90925444,42,353.7092544,C01,0.35,1.1,0.25,130,Regar 12 mm,ignorado,Ligero déficit,normal,0.104217835,0.7413577,0.344357642,27.20840419,0.900663025,25.57,-103.49
